Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,OF-M,OF-A,OF%,OIS-M,OIS-A,OIS%,OMR-M,OMR-A,OMR%,O3P-M,O3P-A,O3P%
L. Hewitt,193158,10,13,0.77,120,217,0.55,26,56,0.46,21,53,0.40,12,29,0.41,93,218,0.43,12,35,0.34,12,36,0.33
B. Britton,197372,1,1,1.00,118,230,0.51,7,23,0.30,3,10,0.30,9,16,0.56,121,245,0.49,3,10,0.30,5,15,0.33
G. Spicer,192787,106,147,0.72,34,59,0.58,99,202,0.49,101,271,0.37,34,40,0.85,13,20,0.65,54,149,0.36,91,221,0.41
T. Villa,189148,26,49,0.53,10,21,0.48,32,86,0.37,21,69,0.30,27,29,0.93,6,8,0.75,33,74,0.45,32,107,0.30
V. Haley,193942,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00
D. Hammonds,196597,13,25,0.52,46,99,0.46,38,94,0.40,52,141,0.37,5,10,0.50,18,39,0.46,45,103,0.44,44,127,0.35
K. Graham,193518,3,5,0.60,124,238,0.52,19,40,0.47,6,25,0.24,10,20,0.50,86,184,0.47,14,39,0.36,10,32,0.31
R. Dixon,203422,5,6,0.83,165,275,0.60,17,31,0.55,7,20,0.35,7,21,0.33,112,228,0.49,13,28,0.46,12,41,0.29
D. Gibson,196181,28,36,0.78,19,36,0.53,55,120,0.46,52,140,0.37,16,17,0.94,33,44,0.75,44,96,0.46,64,179,0.36
R. Posey,199574,48,74,0.65,11,21,0.52,30,100,0.30,43,114,0.38,26,37,0.70,19,30,0.63,48,117,0.41,48,151,0.32
M. Hartman,196998,0,1,0.00,78,130,0.60,8,15,0.53,2,8,0.25,10,15,0.67,58,140,0.41,8,18,0.44,7,17,0.41
R. Padilla,212834,21,38,0.55,2,4,0.50,41,91,0.45,13,60,0.22,21,26,0.81,14,21,0.67,25,71,0.35,36,97,0.37
G. Kirk,204665,9,19,0.47,23,56,0.41,26,56,0.46,28,94,0.30,6,10,0.60,15,24,0.62,30,66,0.45,25,91,0.27
R. Bolin,193640,25,30,0.83,19,45,0.42,30,75,0.40,48,111,0.43,13,19,0.68,18,29,0.62,29,65,0.45,26,106,0.25
T. Owens,202187,0,0,0.00,77,133,0.58,4,13,0.31,2,12,0.17,8,17,0.47,83,161,0.52,13,21,0.62,9,22,0.41
W. McAlister,197268,21,26,0.81,50,95,0.53,48,88,0.55,86,249,0.35,14,18,0.78,33,58,0.57,37,113,0.33,42,161,0.26
G. Lemon,194616,27,40,0.68,98,203,0.48,35,79,0.44,26,68,0.38,14,27,0.52,173,299,0.58,17,35,0.49,8,34,0.24
C. Conti,199587,1,1,1.00,232,405,0.57,5,13,0.38,0,1,0.00,15,25,0.60,184,394,0.47,15,29,0.52,5,17,0.29
B. Evans,193719,31,39,0.79,22,44,0.50,66,154,0.43,58,166,0.35,11,17,0.65,20,36,0.56,51,137,0.37,79,214,0.37
C. Carlson,193444,51,90,0.57,28,54,0.52,87,206,0.42,102,283,0.36,47,56,0.84,23,32,0.72,56,139,0.40,61,215,0.28
M. Bradley,187998,2,4,0.50,32,62,0.52,19,42,0.45,19,36,0.53,10,19,0.53,70,118,0.59,11,30,0.37,16,42,0.38
J. Rice,196841,0,0,0.00,30,48,0.62,4,5,0.80,2,4,0.50,8,9,0.89,55,103,0.53,10,17,0.59,3,12,0.25
D. McDaniels,196357,18,26,0.69,21,40,0.53,26,68,0.38,32,89,0.36,16,17,0.94,28,49,0.57,21,57,0.37,37,96,0.39
R. Schwartz,189981,8,15,0.53,44,87,0.51,56,110,0.51,114,297,0.38,11,12,0.92,33,60,0.55,46,143,0.32,75,208,0.36
A. Colby,190131,6,11,0.55,145,253,0.57,22,43,0.51,8,28,0.29,9,23,0.39,116,265,0.44,18,40,0.45,11,33,0.33
M. Moffett,202280,4,5,0.80,220,344,0.64,6,10,0.60,1,7,0.14,10,24,0.42,120,266,0.45,10,18,0.56,10,26,0.38
D. Dean,188101,57,74,0.77,30,60,0.50,73,164,0.45,77,204,0.38,25,35,0.71,16,25,0.64,67,144,0.47,77,260,0.30
P. Shepherd,188596,40,47,0.85,26,44,0.59,47,103,0.46,132,365,0.36,32,42,0.76,22,32,0.69,71,171,0.42,72,257,0.28
J. Peters,205342,13,18,0.72,5,10,0.50,9,19,0.47,22,79,0.28,5,6,0.83,11,14,0.79,14,47,0.30,19,72,0.26
K. Barrett,194612,0,0,0.00,10,15,0.67,5,22,0.23,21,47,0.45,4,4,1.00,8,12,0.67,7,23,0.30,12,43,0.28
R. Gomez,196336,1,2,0.50,123,227,0.54,2,6,0.33,7,19,0.37,6,14,0.43,68,162,0.42,9,26,0.35,3,11,0.27
D. Baker,197238,0,0,0.00,13,21,0.62,0,2,0.00,0,0,0.00,2,2,1.00,11,28,0.39,2,6,0.33,1,4,0.25
T. Rhodes,201550,1,2,0.50,0,4,0.00,2,7,0.29,7,17,0.41,0,0,0.00,1,2,0.50,4,10,0.40,7,15,0.47
J. Livingston,187691,1,1,1.00,1,2,0.50,1,1,1.00,0,0,0.00,0,0,0.00,0,1,0.00,1,1,1.00,0,0,0.00
A. Waite,190611,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,1,0.00,1,3,0.33
T. Curry,193667,9,10,0.90,41,97,0.42,43,88,0.49,109,334,0.33,23,28,0.82,39,71,0.55,57,134,0.43,65,184,0.35
D. Elrod,195076,1,2,0.50,65,142,0.46,28,85,0.33,52,145,0.36,13,31,0.42,127,231,0.55,18,46,0.39,14,40,0.35
N. Walter,199367,0,1,0.00,229,373,0.61,21,38,0.55,14,26,0.54,15,26,0.58,143,299,0.48,14,25,0.56,8,22,0.36
L. Haynes,196405,44,55,0.80,68,111,0.61,47,106,0.44,46,124,0.37,17,19,0.89,42,67,0.63,39,110,0.35,65,166,0.39
A. Deng,204074,39,53,0.74,15,29,0.52,67,161,0.42,14,42,0.33,39,48,0.81,17,26,0.65,60,163,0.37,63,187,0.34
J. Echols,209173,0,0,0.00,19,37,0.51,1,5,0.20,0,2,0.00,8,13,0.62,56,106,0.53,3,8,0.38,2,8,0.25
A. Ilesanmi,206642,9,22,0.41,28,45,0.62,25,67,0.37,55,154,0.36,12,14,0.86,16,22,0.73,34,97,0.35,51,148,0.34
J. Purcell,201003,5,8,0.62,9,11,0.82,3,14,0.21,3,22,0.14,3,6,0.50,8,8,1.00,8,15,0.53,7,24,0.29
A. Clinton,208605,5,7,0.71,1,1,1.00,5,12,0.42,7,20,0.35,3,3,1.00,1,4,0.25,12,32,0.38,9,25,0.36
R. Woodling,207752,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,1,2,0.50
A. Vik,196068,18,23,0.78,83,143,0.58,59,110,0.54,96,271,0.35,9,15,0.60,54,93,0.58,27,85,0.32,33,125,0.26
R. Madison,197856,7,11,0.64,71,130,0.55,11,28,0.39,10,27,0.37,14,20,0.70,112,217,0.52,18,34,0.53,12,35,0.34
N. Kapanadze,207634,0,1,0.00,236,387,0.61,30,63,0.48,12,34,0.35,5,21,0.24,117,255,0.46,19,43,0.44,13,28,0.46
J. Evans,196066,27,36,0.75,16,25,0.64,22,60,0.37,18,58,0.31,8,15,0.53,15,27,0.56,28,83,0.34,29,119,0.24
R. Cramer,199168,50,77,0.65,19,37,0.51,64,157,0.41,68,194,0.35,36,39,0.92,23,35,0.66,40,115,0.35,53,168,0.32
R. Chance,201047,5,9,0.56,65,101,0.64,16,34,0.47,13,31,0.42,12,19,0.63,62,115,0.54,14,35,0.40,14,46,0.30
K. Collins,205301,19,22,0.86,7,10,0.70,11,38,0.29,22,59,0.37,25,29,0.86,19,26,0.73,33,96,0.34,35,88,0.40
D. Corcoran,198887,5,5,1.00,31,42,0.74,18,36,0.50,63,145,0.43,2,3,0.67,5,16,0.31,12,47,0.26,28,79,0.35
T. Switzer,207657,0,0,0.00,87,149,0.58,9,26,0.35,7,16,0.44,8,12,0.67,54,122,0.44,5,14,0.36,7,12,0.58
W. Cox,196928,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00
C. Kennedy,192656,31,51,0.61,54,119,0.45,65,136,0.48,56,179,0.31,17,20,0.85,36,56,0.64,44,112,0.39,62,200,0.31
L. Banks,194878,7,11,0.64,88,167,0.53,50,84,0.60,88,199,0.44,11,21,0.52,119,224,0.53,12,24,0.50,17,40,0.42
R. Bench,199625,0,1,0.00,67,107,0.63,0,7,0.00,1,2,0.50,13,16,0.81,139,262,0.53,5,16,0.31,3,16,0.19
C. Ball,198081,41,55,0.75,37,57,0.65,73,164,0.45,70,210,0.33,16,23,0.70,27,45,0.60,53,129,0.41,100,270,0.37
J. Bridges,197679,42,63,0.67,21,35,0.60,56,154,0.36,47,126,0.37,29,34,0.85,23,33,0.70,58,137,0.42,83,210,0.40
T. Keller,193724,3,6,0.50,3,9,0.33,9,14,0.64,6,11,0.55,2,2,1.00,2,3,0.67,6,18,0.33,7,19,0.37
S. Black,196057,4,8,0.50,91,188,0.48,9,20,0.45,1,2,0.50,15,20,0.75,121,176,0.69,9,18,0.50,3,22,0.14
L. Lane,200717,2,6,0.33,24,40,0.60,2,6,0.33,0,2,0.00,5,5,1.00,20,36,0.56,5,12,0.42,3,12,0.25
L. Wahlberg,206554,3,3,1.00,2,3,0.67,2,2,1.00,0,2,0.00,2,2,1.00,1,1,1.00,2,2,1.00,2,2,1.00
T. McQueen,202663,9,9,1.00,17,30,0.57,12,34,0.35,39,97,0.40,3,7,0.43,13,22,0.59,28,57,0.49,23,65,0.35
N. Wilson,201869,0,0,0.00,0,1,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
J. Golob,214502,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,1,1,1.00,1,1,1.00,0,0,0.00,0,0,0.00
M. Ford,205821,0,0,0.00,14,37,0.38,0,1,0.00,1,1,1.00,5,10,0.50,40,65,0.62,5,7,0.71,0,7,0.00
M. Baker,206284,0,0,0.00,2,4,0.50,0,0,0.00,0,0,0.00,0,0,0.00,5,8,0.62,0,0,0.00,0,0,0.00
G. Fields,194189,12,20,0.60,38,84,0.45,26,53,0.49,41,134,0.31,17,21,0.81,62,102,0.61,44,93,0.47,38,114,0.33
J. Perović,204538,0,2,0.00,81,174,0.47,11,27,0.41,7,21,0.33,18,28,0.64,124,222,0.56,12,25,0.48,10,39,0.26
A. Metcalf,204720,0,1,0.00,151,285,0.53,19,34,0.56,9,23,0.39,17,31,0.55,107,223,0.48,7,19,0.37,9,14,0.64
M. Herrick,196785,18,27,0.67,24,49,0.49,40,106,0.38,53,185,0.29,28,35,0.80,24,39,0.62,50,90,0.56,41,123,0.33
D. Church,199926,15,26,0.58,11,20,0.55,22,67,0.33,45,144,0.31,45,55,0.82,14,28,0.50,51,114,0.45,73,181,0.40
W. Ledbetter,201932,1,3,0.33,25,51,0.49,7,26,0.27,10,35,0.29,14,21,0.67,91,131,0.69,8,16,0.50,11,34,0.32
J. Lu,206922,19,25,0.76,22,46,0.48,22,61,0.36,23,77,0.30,17,22,0.77,23,41,0.56,38,81,0.47,43,114,0.38
S. Shearer,204372,5,8,0.62,4,19,0.21,6,17,0.35,12,50,0.24,10,14,0.71,8,11,0.73,25,55,0.45,24,58,0.41
L. Watson,201420,1,1,1.00,1,2,0.50,2,5,0.40,1,2,0.50,2,3,0.67,2,3,0.67,4,14,0.29,8,21,0.38
W. Riva,197934,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,1,0.00,1,1,1.00,0,0,0.00,0,0,0.00
Q. Workman,197419,1,1,1.00,2,2,1.00,0,1,0.00,4,11,0.36,1,2,0.50,1,1,1.00,2,3,0.67,1,2,0.50
G. Hibbard,207481,3,4,0.75,1,3,0.33,1,5,0.20,6,20,0.30,1,2,0.50,0,0,0.00,3,8,0.38,1,3,0.33
H. Evans,208883,0,0,0.00,2,4,0.50,1,1,1.00,0,0,0.00,1,1,1.00,0,1,0.00,0,0,0.00,1,1,1.00
P. Ozdemir,211282,43,48,0.90,33,75,0.44,51,113,0.45,156,365,0.43,14,17,0.82,28,52,0.54,53,132,0.40,59,216,0.27
E. Miles,199456,25,36,0.69,67,116,0.58,21,45,0.47,29,84,0.35,19,32,0.59,96,182,0.53,27,76,0.36,25,85,0.29
P. Aguirre,198925,1,1,1.00,186,386,0.48,37,71,0.52,8,27,0.30,14,27,0.52,176,304,0.58,2,9,0.22,6,19,0.32
F. Somers,196416,14,17,0.82,40,89,0.45,42,121,0.35,53,155,0.34,11,16,0.69,37,56,0.66,58,133,0.44,63,204,0.31
A. Murphy,193855,42,69,0.61,14,27,0.52,52,143,0.36,40,121,0.33,29,44,0.66,25,36,0.69,49,139,0.35,72,205,0.35
C. Santoro,204313,11,14,0.79,31,57,0.54,16,40,0.40,10,39,0.26,13,17,0.76,45,85,0.53,18,35,0.51,22,60,0.37
K. Fischer,198307,1,2,0.50,1,6,0.17,1,5,0.20,2,4,0.50,0,1,0.00,1,5,0.20,2,3,0.67,2,4,0.50
H. Thomas,192401,1,1,1.00,20,41,0.49,1,9,0.11,3,6,0.50,3,5,0.60,42,72,0.58,3,4,0.75,3,10,0.30
M. Salgado,200961,0,0,0.00,2,6,0.33,2,6,0.33,6,15,0.40,0,0,0.00,1,1,1.00,3,8,0.38,4,8,0.50
S. Ross,198312,0,0,0.00,14,29,0.48,2,6,0.33,1,3,0.33,7,8,0.88,32,56,0.57,2,2,1.00,0,4,0.00
R. Chan,192875,5,5,1.00,4,5,0.80,4,20,0.20,17,36,0.47,8,12,0.67,2,5,0.40,14,26,0.54,11,31,0.35
T. Doll,197109,17,17,1.00,12,24,0.50,19,43,0.44,58,155,0.37,10,15,0.67,16,28,0.57,46,91,0.51,62,146,0.42
T. Harley,189580,5,6,0.83,144,229,0.63,5,19,0.26,4,17,0.24,8,11,0.73,103,206,0.50,11,29,0.38,8,25,0.32
D. Walsh,195335,3,4,0.75,301,473,0.64,6,12,0.50,1,1,1.00,10,23,0.43,102,206,0.50,10,24,0.42,10,22,0.45
N. Cooper,191825,45,47,0.96,15,22,0.68,23,60,0.38,66,181,0.36,13,15,0.87,23,33,0.70,33,64,0.52,51,140,0.36
H. Giles,209654,39,49,0.80,12,23,0.52,17,47,0.36,61,179,0.34,27,39,0.69,15,22,0.68,35,95,0.37,62,175,0.35
O. Moore,203538,8,8,1.00,46,83,0.55,2,13,0.15,8,30,0.27,18,25,0.72,63,138,0.46,22,45,0.49,21,54,0.39
L. Lawrence,208069,13,17,0.76,28,55,0.51,9,31,0.29,25,71,0.35,11,12,0.92,42,64,0.66,23,56,0.41,28,80,0.35
B. Manley,209664,10,11,0.91,28,63,0.44,27,82,0.33,80,209,0.38,16,22,0.73,24,45,0.53,31,78,0.40,44,133,0.33
C. Bagley,200453,38,54,0.70,9,25,0.36,40,90,0.44,68,155,0.44,14,18,0.78,22,40,0.55,24,82,0.29,58,148,0.39
T. Waters,201387,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
D. Clayton,194423,20,28,0.71,62,107,0.58,42,88,0.48,81,202,0.40,13,14,0.93,24,31,0.77,56,142,0.39,64,201,0.32
M. Green,202909,1,2,0.50,233,329,0.71,23,59,0.39,22,58,0.38,30,42,0.71,153,339,0.45,3,12,0.25,3,15,0.20
A. Ayers,200410,0,2,0.00,228,396,0.58,23,50,0.46,12,41,0.29,22,36,0.61,152,376,0.40,5,10,0.50,2,13,0.15
P. Giovanni,199605,54,67,0.81,29,51,0.57,39,85,0.46,97,262,0.37,19,23,0.83,21,30,0.70,49,145,0.34,61,198,0.31
R. Gale,199342,48,58,0.83,19,35,0.54,48,95,0.51,87,221,0.39,27,32,0.84,16,27,0.59,60,153,0.39,59,221,0.27
J. Bishop,206970,18,24,0.75,13,19,0.68,22,44,0.50,29,85,0.34,12,14,0.86,10,12,0.83,35,97,0.36,35,100,0.35
J. Hensley,196112,0,0,0.00,0,1,0.00,2,3,0.67,1,2,0.50,1,1,1.00,0,0,0.00,0,2,0.00,2,3,0.67
D. Carlton,193741,3,4,0.75,2,10,0.20,9,16,0.56,6,15,0.40,2,2,1.00,1,1,1.00,6,16,0.38,10,25,0.40
P. Yang,209614,0,0,0.00,56,91,0.62,8,10,0.80,3,13,0.23,9,17,0.53,58,126,0.46,3,6,0.50,3,6,0.50
S. Eads,205940,1,2,0.50,77,116,0.66,13,18,0.72,3,11,0.27,10,14,0.71,61,126,0.48,2,6,0.33,1,7,0.14
E. Bush,197765,2,2,1.00,7,13,0.54,6,16,0.38,15,31,0.48,3,3,1.00,4,8,0.50,17,34,0.50,7,33,0.21
H. Sneed,205660,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
K. Gordon,193821,12,17,0.71,72,129,0.56,35,88,0.40,57,124,0.46,13,18,0.72,75,144,0.52,25,61,0.41,28,80,0.35
A. Jefferson,197822,2,2,1.00,145,248,0.58,8,16,0.50,4,20,0.20,10,17,0.59,139,268,0.52,7,20,0.35,10,31,0.32
A. Kohl,195679,2,2,1.00,195,298,0.65,3,9,0.33,7,29,0.24,5,10,0.50,120,263,0.46,9,23,0.39,8,22,0.36
T. Meador,189593,50,61,0.82,36,60,0.60,44,95,0.46,114,300,0.38,19,22,0.86,31,47,0.66,38,99,0.38,52,159,0.33
C. Hoyt,192441,44,62,0.71,10,20,0.50,47,105,0.45,101,242,0.42,30,37,0.81,23,30,0.77,46,126,0.37,42,133,0.32
Q. Jones,204323,8,11,0.73,15,23,0.65,18,41,0.44,30,93,0.32,13,17,0.76,10,19,0.53,20,56,0.36,30,67,0.45
L. Butts,191368,41,75,0.55,26,39,0.67,32,115,0.28,35,126,0.28,18,31,0.58,26,40,0.65,47,120,0.39,64,199,0.32
E. Simmons,200247,8,13,0.62,102,175,0.58,17,42,0.40,23,61,0.38,8,14,0.57,56,111,0.50,24,47,0.51,21,45,0.47
E. McCarthy,205223,2,4,0.50,49,93,0.53,20,55,0.36,17,57,0.30,7,8,0.88,33,63,0.52,35,69,0.51,32,78,0.41
E. McKnight,209353,0,0,0.00,3,4,0.75,0,1,0.00,0,0,0.00,0,0,0.00,1,2,0.50,1,5,0.20,2,2,1.00
W. Boyd,193315,1,2,0.50,3,7,0.43,2,6,0.33,4,9,0.44,0,0,0.00,0,1,0.00,3,6,0.50,2,13,0.15
G. Bryan,197595,0,0,0.00,8,13,0.62,0,1,0.00,0,0,0.00,1,1,1.00,2,11,0.18,0,0,0.00,1,4,0.25
D. Thorne,194300,28,39,0.72,19,41,0.46,68,161,0.42,69,239,0.29,53,57,0.93,30,42,0.71,70,159,0.44,103,270,0.38
K. Mancini,197032,4,4,1.00,170,306,0.56,8,19,0.42,0,1,0.00,16,32,0.50,134,237,0.57,14,23,0.61,15,29,0.52
D. Hiller,197356,1,1,1.00,90,176,0.51,28,57,0.49,3,12,0.25,15,26,0.58,186,311,0.60,11,24,0.46,4,12,0.33
R. O`Doherty,203439,9,11,0.82,31,66,0.47,29,62,0.47,41,116,0.35,9,12,0.75,16,25,0.64,35,81,0.43,43,127,0.34
D. Hines,198037,19,22,0.86,52,108,0.48,60,145,0.41,75,233,0.32,21,27,0.78,23,52,0.44,46,117,0.39,78,226,0.35
S. McGrew,206285,21,28,0.75,17,47,0.36,32,72,0.44,102,305,0.33,36,39,0.92,31,40,0.78,71,139,0.51,106,248,0.43
J. Moffet,200282,3,5,0.60,135,245,0.55,6,18,0.33,1,1,1.00,19,25,0.76,113,205,0.55,9,17,0.53,12,25,0.48
C. Lewis,201170,6,6,1.00,1,4,0.25,3,7,0.43,5,17,0.29,3,6,0.50,4,6,0.67,8,21,0.38,17,43,0.40
C. Bradford,202487,1,1,1.00,3,7,0.43,2,9,0.22,5,12,0.42,0,0,0.00,2,3,0.67,4,11,0.36,4,10,0.40
J. McDonough,202813,0,0,0.00,9,16,0.56,0,0,0.00,0,2,0.00,3,3,1.00,16,31,0.52,5,7,0.71,0,2,0.00
D. Fisher,201214,0,0,0.00,1,1,1.00,0,1,0.00,0,0,0.00,0,0,0.00,3,3,1.00,0,1,0.00,0,0,0.00
L. Guest,201362,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Z. Adam,222306,0,0,0.00,3,7,0.43,1,1,1.00,0,0,0.00,0,0,0.00,2,6,0.33,0,1,0.00,0,0,0.00
M. Morton,192113,6,6,1.00,42,69,0.61,52,112,0.46,1,2,0.50,16,19,0.84,25,43,0.58,23,63,0.37,29,91,0.32
T. Charles,194295,4,5,0.80,208,319,0.65,25,58,0.43,9,35,0.26,10,15,0.67,170,287,0.59,27,53,0.51,27,55,0.49
J. Milani,189078,0,0,0.00,265,446,0.59,3,16,0.19,0,2,0.00,4,8,0.50,203,331,0.61,22,34,0.65,6,24,0.25
S. Sears,196517,52,72,0.72,26,48,0.54,62,128,0.48,105,266,0.39,13,18,0.72,21,42,0.50,28,73,0.38,40,123,0.33
D. Goodwin,191891,60,85,0.71,17,25,0.68,53,157,0.34,29,77,0.38,44,56,0.79,21,33,0.64,57,129,0.44,75,208,0.36
B. Ross,208544,3,6,0.50,3,4,0.75,12,26,0.46,8,28,0.29,6,7,0.86,10,10,1.00,13,31,0.42,29,66,0.44
M. Pedersen,197495,3,5,0.60,64,100,0.64,6,14,0.43,5,15,0.33,5,8,0.62,67,140,0.48,12,25,0.48,4,15,0.27
M. Wray,194629,24,38,0.63,44,90,0.49,65,125,0.52,78,230,0.34,10,14,0.71,35,51,0.69,32,87,0.37,57,148,0.39
G. Lane,204466,9,9,1.00,99,168,0.59,35,60,0.58,33,79,0.42,11,19,0.58,131,213,0.62,31,61,0.51,27,79,0.34
B. Austin,208954,2,2,1.00,258,412,0.63,9,12,0.75,0,0,0.00,10,23,0.43,164,340,0.48,14,29,0.48,9,19,0.47
A. Bosco,200385,39,62,0.63,39,67,0.58,43,98,0.44,44,118,0.37,16,18,0.89,12,23,0.52,34,89,0.38,72,211,0.34
D. Engle,188679,31,40,0.78,34,59,0.58,57,122,0.47,123,328,0.38,35,42,0.83,10,18,0.56,38,124,0.31,81,235,0.34
J. Meier,193339,0,1,0.00,77,135,0.57,12,30,0.40,3,14,0.21,5,13,0.38,68,159,0.43,10,21,0.48,8,22,0.36
T. Deloach,210106,2,2,1.00,24,35,0.69,8,12,0.67,7,15,0.47,2,4,0.50,36,58,0.62,5,9,0.56,3,11,0.27
P. Robinson,194979,0,0,0.00,5,10,0.50,1,7,0.14,3,11,0.27,0,0,0.00,2,4,0.50,0,3,0.00,3,7,0.43
S. Gorman,197907,1,1,1.00,4,7,0.57,2,6,0.33,4,12,0.33,0,0,0.00,3,3,1.00,7,12,0.58,3,7,0.43
R. Ward,209977,18,20,0.90,12,16,0.75,15,46,0.33,9,33,0.27,9,12,0.75,6,9,0.67,30,57,0.53,34,88,0.39
P. Jones,203006,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,2,4,0.50
A. McIntosh,216866,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
A. Brink,199085,20,31,0.65,37,74,0.50,32,65,0.49,64,169,0.38,16,21,0.76,30,42,0.71,59,142,0.42,65,195,0.33
J. Jaeger,201051,0,2,0.00,59,139,0.42,17,40,0.42,12,33,0.36,12,19,0.63,108,184,0.59,15,39,0.38,16,29,0.55
T. Mason,195005,6,13,0.46,242,393,0.62,14,26,0.54,14,36,0.39,20,31,0.65,121,266,0.45,4,15,0.27,6,13,0.46
J. Fiore,190444,34,45,0.76,29,49,0.59,57,141,0.40,90,252,0.36,15,18,0.83,26,37,0.70,43,126,0.34,60,202,0.30
M. Green,196320,47,75,0.63,10,17,0.59,63,137,0.46,55,151,0.36,37,46,0.80,23,34,0.68,36,99,0.36,52,170,0.31
D. Holmes,198321,14,17,0.82,5,11,0.45,12,38,0.32,19,50,0.38,10,13,0.77,15,16,0.94,26,69,0.38,14,54,0.26
R. Betts,198473,1,3,0.33,80,143,0.56,8,28,0.29,8,24,0.33,7,12,0.58,75,143,0.52,6,17,0.35,2,16,0.12
A. Amato,204896,6,6,1.00,9,20,0.45,10,18,0.56,15,50,0.30,3,3,1.00,14,17,0.82,21,38,0.55,12,58,0.21
T. Harper,198733,13,15,0.87,8,9,0.89,8,28,0.29,15,41,0.37,3,4,0.75,5,11,0.45,9,30,0.30,22,57,0.39
D. Griswold,193021,1,3,0.33,64,118,0.54,10,18,0.56,12,29,0.41,7,12,0.58,49,107,0.46,2,7,0.29,1,9,0.11
M. McCartney,194824,0,0,0.00,0,0,0.00,0,1,0.00,1,2,0.50,0,0,0.00,1,1,1.00,1,3,0.33,0,1,0.00
L. Otero,201891,1,2,0.50,9,13,0.69,0,2,0.00,2,4,0.50,0,0,0.00,8,17,0.47,0,2,0.00,2,2,1.00
A. Battle,206104,2,2,1.00,1,2,0.50,0,1,0.00,0,3,0.00,2,2,1.00,1,1,1.00,0,1,0.00,0,2,0.00
M. Herron,192269,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,3,0.33,0,0,0.00,0,0,0.00
L. Talbot,194263,8,11,0.73,38,64,0.59,47,137,0.34,15,55,0.27,10,12,0.83,27,43,0.63,38,74,0.51,49,133,0.37
S. Pina,203985,1,1,1.00,23,43,0.53,10,23,0.43,24,56,0.43,6,7,0.86,44,101,0.44,6,8,0.75,8,18,0.44
H. Stringer,195978,1,2,0.50,82,148,0.55,21,37,0.57,8,18,0.44,9,16,0.56,126,252,0.50,7,12,0.58,5,13,0.38
J. Hooper,198489,61,75,0.81,56,89,0.63,52,125,0.42,144,355,0.41,16,22,0.73,17,33,0.52,39,78,0.50,52,157,0.33
O. Powell,189317,42,71,0.59,16,34,0.47,74,202,0.37,7,18,0.39,33,44,0.75,11,25,0.44,16,64,0.25,50,142,0.35
R. Jackson,202022,8,8,1.00,27,58,0.47,17,66,0.26,37,100,0.37,10,15,0.67,19,35,0.54,34,62,0.55,43,126,0.34
J. Nunez,198524,2,2,1.00,66,115,0.57,3,5,0.60,2,6,0.33,6,11,0.55,106,197,0.54,9,18,0.50,3,10,0.30
F. Orta,208626,73,97,0.75,20,35,0.57,50,121,0.41,61,174,0.35,28,35,0.80,20,27,0.74,36,86,0.42,48,148,0.32
T. Marks,191089,1,3,0.33,130,232,0.56,10,28,0.36,0,2,0.00,10,15,0.67,83,161,0.52,13,29,0.45,12,35,0.34
A. Cairns,201338,2,2,1.00,62,112,0.55,5,15,0.33,2,8,0.25,4,6,0.67,57,127,0.45,9,27,0.33,6,14,0.43
J. Stevens,208747,3,4,0.75,2,2,1.00,5,6,0.83,5,11,0.45,4,7,0.57,2,3,0.67,4,15,0.27,8,18,0.44
R. Matthews,205816,0,0,0.00,3,5,0.60,1,5,0.20,2,4,0.50,0,1,0.00,7,14,0.50,3,4,0.75,0,1,0.00
O. Rios,200749,1,1,1.00,0,1,0.00,1,1,1.00,1,5,0.20,0,0,0.00,0,1,0.00,1,1,1.00,1,5,0.20
A. Butler,194534,3,4,0.75,4,6,0.67,3,6,0.50,8,17,0.47,3,4,0.75,1,2,0.50,8,15,0.53,9,29,0.31
T. Clement,205863,0,0,0.00,0,2,0.00,0,1,0.00,1,3,0.33,2,2,1.00,2,2,1.00,7,8,0.88,2,9,0.22
